AI_number,SW_Permit,County,LF_names,LAT,LONG_,Stage_1_Ra,Closed,Consultant,Deed_Notic,Terminatio,CONSTR_or,Contract_o,Haz_disp,Consulta_1,Address,Name_2,Name3,Permit_Sta,Operator_T,Property_O,BEGIN_DATE,END_DATE,Checked,Used_AC,Perm_AC,Field_Note,SW_Permit_,SW_Permit1,Name_4,Name_5
43583,017-00004,Caldwell,Crider and Rogers,37.15463889,-87.86791667,7, ,ATC, , , ,S1W2,_, ,"KY 293, Princeton, KY",Crider and Rogers Inc. Transfer Station, ,Blue Dot,Private,Private,78,92,Y,13.2, ,"Formerly owned by Mr. and Mrs. Carroll Crider and Mr. and Mrs. John Rogers; operated by Crider and Rogers, Inc.  Met present owner, Harley Lowery, at site.", ,,,
74217,017-00002,Caldwell,William C Harper LF,37.15515833,-87.85940278, , , , , , , , , ,"Varmint Trl & Lake St, Princeton, KY", , , , , ,0,0,Y, , ,"Site was permitted, but never accepted any waste. No access agreement was obtained.", ,,,
43256,018-00002,Calloway,"Ecology Systems, Inc. Residential Landfill",36.59945,-88.19308056,46, ,KENVIRONS, , , ,30W,"Accepted haz waste from Vanderbilt Chemicals; 5% NAOH solution, still bottoms, oil saturated filter cakes (lead oxide contaminated).", ,"Off Douglas Road, Murray, KY", , ,DEP Other,Private,Private,72,86,Y,9,18,"Owned by Jerry L. Miller; operated by Ecology Systems, Inc.", ,,,
53376,018-A0004,Calloway,Old city dump (Murray),36.64341667,-88.33791667,6, ,ATC, , , ,S1W2,residential wastes, ,"US 641, Murray, KY",Murray Historic City Dump,Harold Brandon (Wendy's Restaurant),No Record, , ,40,65,Y,71, ,General site dot at intersection of HWY 641 and SR 121.  Actual waste areas surround this dot. 4 total waste areas., ,,,
37507,018-A0006,Calloway,MSU Baseball Field,36.61577222,-88.32285,3,Y,ATC,N/A,N/A,NFA,S1W2,_, ,"615 Gilbert Graves Dr, Murray, KY",Murray State University,,,,,0,0,,,,,,,,
97213,018-A0005,Calloway,Litchfield Junkyard,36.70341667,-88.1625,0,Y,ATC,N/A,N/A,NFA,S1W2,_, ,"175 Highland Road, Murray, KY",Sandra Wardwell Property, ,No Record,Uncontrolled,Private,70,90,Y,<.25, ,Site is ineligible.  Site formerly was a junkyard operated by the property owner's father.  It was not used as a community dumpsite or landfill.  Litchfield family dumped their household waste there. Owner is actively cleaning up the area in question., ,,,
514,018-00001,Calloway,Murray Landfill,36.66019444,-88.43636111, , , , , , , , , ,"400 Landfill Road, Coldwater, KY",Old City Dump,City of Murray Landfill, , , ,68,92,Y, , ,"Charlie Ritchie says that waste wasre is larger than indicated on arc view. Hist section is actively working on teh site which is in GW assessment. Mowed and maintained, adjacent to 018-00003. 2 waste areas.",018-00003,,,
0,018-A0001,Calloway,Harold Brandon Property,36.64342,-88.33792, , , , , , , , , , , , , , ,Private,0,0,Y, , ,This is the location of the farm where waste removed from the 9018.005 site (018-A0004) was taken.  We have no file on this., ,,,
0,019-00009R,Campbell,C & O Railroad yard Silver Grove,39.03583333,-84.38916667, , , , , , ,S1E1,_, , , , ,No Record,Not Known,Not Determined,0,0,Y, , ,"Cleaned up, nothing visible", ,,,
37561,019-00009,Campbell,Kirschner and Son Inc.,39.0315,-84.4823, , , , ,Y, ,S1E1,_, ,"Ky 9, Wilder, KY",CSX Transportation, ,Terminated,Private,Private,74,88,Y, , ,"Owned and operated by Kirschner & Son, Inc.; presently owned by David J. Joseph Co.", ,,,
43571,019-00006,Campbell,City of Fort Thomas,39.0399,-84.40936111, , , , , , ,S1E1,_, ,"Mary Ingles Highway, Silver Grove, KY",Fort Thomas Landfill, ,Terminated,Government,Government,66,87,Y, , , , ,,,
77468,019-00001,Campbell,Allender Landfill Silver Grove,39.03555556,-84.39666667, , , , , , ,S1E1,_, , , , , ,Private,Private,60,70,Y, , ,Inactive 30 years, ,,,
77469,019-00002,Campbell,Bellevue landfill,39.09972222,-84.48638889, , , , , , ,S1E1,_, ,"6th Street, Belleview, KY",(Sixth Street Fill), , ,Government,Government,0,82,Y, , , , ,,,
77470,019-00003,Campbell,Campbell Co. (Schultz's LF),38.99611111,-84.31922222, , , , , , ,S1E1,_, , ,Schult'z Landfill, , ,Private,Private,69,76,Y, , ,Called Schlutz's Campbell Co. Country Club landfill 75-76 letters in Co. file, ,,,
77472,019-00005,Campbell,Dayton Landfill,39.11638889,-84.47138889, , , , , , ,S1E1,_, ,"KY 8, Dayton, KY",Dayton City Dump, , ,Government,Government,0,78,Y, , ,All garbage removed in 1979 to construct floodwall, ,,,
48991,019-00008,Campbell,Newport LF,39.03027778,-84.48694444, , , , , , , , , , , , , ,Government,Government,0,71,Y,40, ,Ownership transferred from City of Newport to Northern KY port authority in 1979. Owned and operated by the city of Newport, ,,,
51703,020-A0001,Carlisle,Deena Porcelain Detritus,36.79722222,-89.00713889, , ,URS, , , ,S1W1,_, ,"KY 51N, Arlington, KY",Deena Products Inc., , ,Private,Private,55,87,Y, , ,Owned and operated by Deena Products; now owned by William B. Wheeler, ,,,
74219,020-00002,Carlisle,Keithly Brown & HC Sams,36.81580556,-88.98625, ,Y,URS,N/A,Y,NFA,S1W1,_, ,"Brown School Road, Arlington, KY", , , , , ,0,0,Y,4.4, ,"Nothing visible, may not have searched all of site.", ,,,
77475,020-00006,Carlisle,Bardwell City Landfill,36.86741667,-88.99780556, , ,URS, , , ,DWM,_, ,"US 51, Bardwell, KY",Bardwell City Dump Historic Landfill, ,DEP Other,Government,Leased,62,71,Y,2, ,Leased by Bardwell Development Company to City of Bardwell.  File letters and photos in file indicate waste disposal was very close to creek or into creek.  No information about closure.  Operated as open dump with open burning by city., ,,,
37600,020-00001,Carlisle,Wickliffe Paper Co LF,0,0, , , , , , , , , , ,Westvaco LF, , , , ,0,0,Y,40, , , ,,,
0,021-A0001,Carroll,Carroll County Landfill,38.745,-85.03333333, , , , , , ,S1E1,_, , , , ,No Record,Not Known,Not Determined,0,0,Y, , , , ,,,
0,021-A0002,Carroll,Kentucky Utilities Ghent Station,38.745,-85.03333333, , , , , , ,S1E1,_, , , , ,No Record,Private,Private,0,0,Y, , ,Owned and operated by KY Utilities, ,,,
7229,021-00005,Carroll,General Butler State Park,38.67436111,-85.16202778, , , , , , ,S1E1,_, ,"US 227, Carrollton, KY", , , ,Government,Government,0,71,Y, , ,"Cleaned up 1979-80, waste removed, now parking area", ,,,
51946,021-00007,Carroll,ATOFINA,38.685,-85.14355556, , , , , , ,S1E1,_, ,"US 42, Carrolton, KY",M & T Chemicals Inc., , ,Private,Private,76,0,Y,5, ,"Industrial landfill 57-74 RCRA FI done for site, tended", ,,,
51968,021-00001,Carroll,Carroll Co. Dump,38.6475,-85.205, , , , , , ,S1E1,"Believed industrial waste, both liquids and drums, were dumped here in the 50's and 60's and county periodically covered over wastes with dirt. (Feb 2000 KYSuperfund Sampling plan).  Tributyltin and its breakdown products.   Tin and lead in soil more tha", , ,Mound Hill Dump, ,Pre-permit,Uncontrolled,Not Determined,30,72,Y, , ,"3-4 ft high mound of trash 75-100' long, up to 10-20 ft wide", ,,,
77487,021-00003,Carroll,Carrico Dump,38.66697222,-85.17636111, , , , , , ,S1E1,_, ,"5th St, Carrollton, KY", , , ,Private,Private,0,72,Y, , ,"Floods,little trash or garbage visible.", ,,,
77489,021-00004,Carroll,Tip Top Sanitation,38.6656,-85.17611111, , , , , , ,S1E1,_, ,"PO BOX 337, Ghent, KY", , , ,Private,Private,0,0,Y, , ,Backwater of KY river partially filled in, ,,,
703,021-00002,Carroll,Dow Corning Chemical LF,38.70083333,-85.10861111, , , , , , , , , ,"4770 US E 42, Carrollton, KY",Dow Silicones Corp, , , , ,0,0,Y, , , ,021-00008,,,
710,021-00009,Carroll,Meritor Heavy Vehicle Braking Systems,38.71055556,-85.09611111, , , , , , , , , , , , , , , ,0,0,Y, , , , ,,,
723,022-00003,Carter,FIVCO Solid Waste District  (also AI # 43554),38.30952778,-83.08016667,P, ,MacTech, , , ,new6,_, ,"Dry Fork Road, Olive Hill, KY", , , , , ,0,0,Y, , ,There are 4 monitoring wells.There are two buried 1000 gallon concrete leachate tanks., ,,,
0,022-A0001,Carter,General Refractories Co. Hickman Plant,38.2825,-82.9156, , , , , , ,S1E7,_, , ,General Refractories Co. Hitchins Pit, ,No Record,Private,Not Known,0,0,Y, , ,Owned and operated by General Refractories Co., ,,,
51983,022-00001,Carter,Old Grayson landfill,38.26636111,-82.96141667, , , , , , ,S1E7,_, ,"Pleasant View, Grayson, KY",Grayson Old City Dump Site, , , , ,0,0,Y, , ,Home being built on site; no visible waste., ,,,
77491,022-00002,Carter,Olive Hill landfill,38.29811111,-83.14983333, , , , , , ,S1E7,_, ,"US 60 E, Olive Hill, KY",Olive Hill City Dump, , ,Government,Government,75,77,Y, , ,"Generally visible, old mine or quarry, some recent dumping", ,,,
43562,023-00007,Casey,H&H Landfill,37.3739,-85.07361111,33, ,TT, , , ,S1C6,_, , , , ,RPBR,Private,Private,96,2001,Y,<0.5, ,"Covered, being monitored by SWB, in process of closure. Owned by Kevin Long. Home built on site. Small CDD area on site.", ,,,
77493,023-00010,Casey,Liberty City Open Dump,37.3428,-84.9289, , ,TT, , , ,S1C6,_, ,"Woodrum Ridge, Liberty, KY",Liberty City Dump #1 - Woodrum Ridge, , ,Not Known,Private,0,69,Y,17.2,17,"Two possible landowners - left
message with James/Marlene
Carmicle 606.787.9332. Nancy Bartle
606.787.5575 says it is on her
property, not used and well-covered.",023-00000R,,,
77495,023-00001,Casey,City of Liberty Dump,37.32447222,-84.89108333, , ,TT, , , ,DWM,_, ,"KY 70 E, Liberty, KY",Liberty City Dump #2 - East 70, ,No Record,Government,Leased,70,76,Y,2.6, ,"Martha Clark is overseer of many of the area properties.606.787.9483, cell 606.706.9026
She does not know of any
dump sites that have not
been cleaned and/or covered,
but it's possible.", ,,,
77496,023-00002,Casey,City of Liberty,37.314,-84.95966667, ,Y,TT, ,Y,NFA,S1C6,_, ,"KY 70 W, Liberty, KY",Liberty City Dump #3 - West 70, ,Not Built,Government,Government,0,0,Y, , ,"Not found, no local info. Construction permit issued in 1976 but LF was aparently never built", ,,,
0,023-A0001,Casey,High Ridge Road Dump,37.31830556,-84.93947222, , , , , , , , , , , , , , , ,0,0,Y, , ,Off 501 on High Ridge Rd. at or near top of ridge, ,,,
40411,024-00006,Christian,Western State Hospital,36.867,-87.45253611,57, ,HKB, , , ,S1W3,Listed as hazardous waste generation site., ,"2400 Russellville Road, Hopkinsville, KY", , ,RPBR,Government,Government,65,70,Y,~1/8, ,Haz waste generation site., ,,,
74220,024-00002,Christian,City of Pembroke landfill,36.77131389,-87.35626389,55, ,HKB, , , ,S1W3,_, ,"Maple St, Pembroke, Ky",Pembroke Disposal Co - City Landfill, ,No Record,Not Known,Government,0,69,Y, , , , ,,,
767,024-00001,Christian,Hopkinsville Sewage and Water Trmt Works,36.95111111,-87.50222222,12, ,HKB, , , ,S1W3,Domestic wastewater treatment sludge., ,"5665 Mt Zoar Latham Road, Hopkinsville, KY",Hopkinsville Landfill, ,Not Built,Government,Government,56,0,Y, , ,"Heavily vegetated, 1-2 acres, several trash receptacles on surface,",024-00010,,,
74223,024-00008,Christian,Crofton & Mannington Cities,37.10980556,-87.50547222,11, ,HKB, , , ,S1W3,_, ,"Manninington Loop, Crofton, KY",Crofton & Mannington City Dumps, ,No Record,Not Known,Not Determined,0,70,Y, , ,"No local information, nothing at site.", ,,,
782,024-00007,Christian,Outwood Hospital,37.13844444,-87.66619444, , ,HKB, , , ,S1W3,_, ,"23524 Dawson Springs Rd, Dawson Springs, KY",Outwood ICF MR Rest Care Inc., , ,Private,Private,0,70,Y, , ,Minor amounts of glass debris and rusted metal at site., ,,,
74221,024-00004,Christian,City of Lafayette landfill,36.6804,-87.646, , ,HKB, , , ,S1W3,_, ,"La Fayette Road, LaFayette, KY", , ,No Record,Not Known,Not Determined,0,69,Y, , ,No local info; nothing at location, ,,,
74222,024-00005,Christian,J. B. Riggins Landfill,36.6607,-87.42280556, , ,HKB, , , ,S1W3,_, ,"Shannon Dr, Oak Grove, KY", , ,No Record,Not Known,Not Determined,0,69,Y, , ,No local info; nothing at location, ,,,
74224,024-00009,Christian,Gracey site on Lelia Wilson property,36.88511111,-87.6624, , ,HKB, , , ,S1W3,_, ,"Gracey Sinking Fork Road, Hopkinsville, KY", , ,No Record,Not Known,Not Determined,0,70,Y, , ,No local info; nothing at location, ,,,
776,024-00003,Christian,Pennyrile State Park LF,37.07763889,-87.65836111, , , , , , ,adequately cleaned up,_, ,"20781 Pennyrile Lodge Road, Dawson Springs, KY", , ,No Record,Government,Government,0,0,Y, , ,"Former site, waste removed", ,,,
751,024-00011,Christian,High Ridge Road Dump,36.64269444,-87.47480556, , , , , ,CONST., , , ,"Tennessee Ave. & 46th St., Fort Campbell, KY",Fort Campbell Military Reservation LF , ,Closure,Government,Government,0,0,Y,25, ,This site is going to transfer to haz waste after 2 year post closure period. Waiting on certification of closure and deed notice., ,,,
0,024-A0001,Christian,Pennyrile Green #3 LF,37.077247,-87.67169167, , , , , , , , , , , , , ,Uncontrolled, ,0,0,Y, , , , ,,,
0,024-A0002,Christian,Nells Stokes - Pembroke,36.77969,-87.35408, , , , , , , , , , , , , ,Uncontrolled, ,0,0,Y, , , , ,,,
805,025-00004,Clark,Winchester Municipal Utilities,37.979725,-84.09566667, ,Y,CORRADINO, ,Y,CONSTR,first8,"Asbestos, fuller adhesive, trolley cleaning sludge, gasoline impacted soil, waste water treatment sludge, and galvanizing pipe sludge.  GW impacts", ,"Ironworks Road, Winchester, KY",Old Clark County landfill, , ,Government,Government,67,92,Y,14.4, , , ,,,
0,025-A0004,Clark,Sinkhole dump,38.0004,-84.1755, , , , , , ,S1E3,_, , , , ,No Record,Not Known,Not Determined,0,0,Y, , ,"2) Sinkhole dump- 38.000385, 84.175519- located just SE of the Sylvania dump. Small (< 1 acre) dump next to rr trax. Common dump for many years. Not sure what is in there. Not sure who owns the property.", ,,,
819,025-A0003,Clark,GTE Sylvania,0,0, , , , , , ,S1E3,_, ,"435 E Washington St, Winchester, KY",Ledvance LLC, ,"Other Program 
Other Program",Private,Private,0,0,Y, , , , ,,,
821,025-A0002,Clark,Rockwell International Landfill,38.02355556,-84.23669444, , , , , , ,S1E3,_, ,"5555 Rockwell Road, Winchester, KY", , , , , ,78,79,Y, , , , ,,,
52009,025-A0001,Clark,Lula Wiseman Landfill,37.9492,-84.18972222, , , , , , ,S1E3,_, ,"3182 Twomile Road, Winchester, KY", , , , , ,73,75,Y,~1.4, ,"Owned by Lula Wiseman; operated by Bobby Everman, now owned by Gordon Liddle", ,,,
52012,025-00005,Clark,William Everman Dump,37.957,-84.1845, , , , , , ,S1E3,_, ,"2 Mile Pike, Winchester, KY", , , ,Private,Private,59,94,Y,5.6, ,"Operated as an unpermitted landfill since 1959, KYD 981-021-967. 1973 letter denying permit to Bobby W. Everman.  Everything since in file is to William Everman.  Address different, dot close to Wm. Everman site.  A Mr. Wissman dumped there.", ,,,
77497,025-00001,Clark,Winchester Incinerator,38.001,-84.17983333, , , , , , ,S1E3,_, ,"Evans St, Winchester, KY",Winchester Solid Waste Incinerator, , ,Private,Government,59,0,Y, , ,Local info; disposed of incinerator ash and sewage sludge., ,,,
77498,025-00002,Clark,Winchester Municipal Landfill,38.00436111,-84.17741667, , , , , , ,S1E3,"Apparently Sylvania, now Osram disposed of drums and other wastes there including lead glass, asbestos, etc. A telephone co. dumped wire here also.", ,"London Ave, Winchester, KY",Winchester City Dump, , ,Government,Leased,62,73,Y, , ,"Large site, boundaries not determined, poor closure.", ,,,
77499,025-00003,Clark,Ambrose Rose,37.9858,-84.1716, , , , , , ,S1E3,_, ,"139 French Ave, Winchester, KY",Rose Landfill,Mr & Mrs CG Rose Landfill,No Record,Not Known,Not Determined,0,0,Y,~1.5, ,About 1.5 acres in size at the end of Hamilton Street; Old Site, ,,,
810,025-00007,Clark,Hancock Creek Landfill,38.025,-84.25833333, , , , , , , , , , ,East Ky Power - Hancock Creek LF, , , , ,0,0,Y, , , , ,,,
52023,026-00001,Clay,City of Manchester   (also AI # 33326),37.2067,-83.79405556, ,Y,STANTEC, ,Y,CONSTR,first8,"_1987 Preliminary assessment indicated 87 to 3,000+ mg/l iron in water in exceedance of 0.3 mg/l DWS and 1.0 mg/l standard for aquatic wildlife", ,"US 421 N, Manchester, KY",Manchester City Dump, ,Blue Dot,Government,Government,60,85,Y, , ,"Wetlands has been built on site as part of the closure. Closure complete, no deed notice yet.", ,,,
75377,026-00002,Clay,Oneida Roadside Dump,37.2768,-83.6523, , , , , , ,S1E5,_, ,"Newfound Road, Oneida, KY",Oneida Mountain Hospital Dump, ,No Permit,Private,Private,68,0,Y, , ,"In operation by 68, never permitted", ,,,
77506,026-00009,Clay,Lyttleton Roadside Dump,37.1694,-83.75544444, , , , , , ,S1E5,_, , , , ,Reassigned, , ,0,0,Y, , ,"No report, no file check.", ,,,
77507,026-00010,Clay,Chop Bottom Roadside & Creek Dump,37.1082,-83.7167, , , , , , ,S1E5,_, , , , ,Reassigned, , ,0,0,Y, , ,"No report, no file check.",026-00004R,,,
77516,026-00011,Clay,Lockards Creek Roadside & Creek Dump,37.115,-83.6952, , , , , , ,S1E5,_, , , , ,Reassigned, , ,0,0,Y, , ,"No report, no file check.",026-00005R,,,
77517,026-00012,Clay,Billy Branch Roadside Dump,37.1035,-83.6617, , , , , , ,S1E5,_, , , , ,Reassigned, , ,0,0,Y, , ,"No report, no file check",026-00006R,,,
77518,026-00013,Clay,Paces Creek Roadside Dump,37.1035,-83.6617, , , , , , ,S1E5,_, , , , ,Reassigned,Not Known,Not Determined,0,0,Y, , ,"No report, no file check, not visited. ",026-00007R,,,
77519,027-00001,Clinton,Clinton County Dump,36.80222222,-85.20333333, , , , , , ,S1C5,_, , , , , ,Private,Private,0,0,Y, , ,Not found., ,,,
71418,028-00002,Crittenden,Crittenden County Landfill,37.34233333,-88.08972222,48, ,KENVIRONS, , , ,30W,_, ,"Bridwell Loop, Marion, KY",Marion Residential Landfill,City of Marion (02) Landfill, ,Government,Government,82,89,Y, , ,"County property, transfer station, grassy field.", ,,,
71417,028-00001,Crittenden,City of Marion,37.3401,-88.09255556,37, ,KENVIRONS, , , ,30W,_, ,"Dump Road, Marion, KY", , , ,Government,Government,75,88,Y,14.6, ,Pre-permit dump and waste areas for a permitted landfill, ,,,
51794,028-A0001,Crittenden,Elf Atochem North America,37.213611,-88.116111, , , , , , , ,Record of PCB contamination at site in inspection records CIV20070001, ,On ky 70 near community of Mexico,Old Pennwalt Flourspar Mill, ,Other program,Private,Private,45,79,Y, , ,"Owned and operated by Calvert City Chemical & Pennsalt Co., which became Pennwalt Corp.; ownership transferred to Ozark Mahoning '74; leased to Kenspar '76-'79; now owned by Bert Austin", ,,,
43542,029-00003,Cumberland,Ferrill and Stockton,36.75841667,-85.254, , , , , , ,S1C5,_, ,"0.8 Miles S of KY 90, Albany, KY", , ,Blue Dot,Private,Leased,74,0,Y, , ,They did monitor at minimum two years of monitoring.  Additional soil cover is necessary. Operated by Gene Ferrill and Howard Stockton., ,,,
77521,029-00001,Cumberland,Burkeville Municipal Dump,36.79605556,-85.38088889, , , , , , ,S1C5,_, , ,Burkesville City Dump, , ,Government,Government,52,73,Y,~10-12, ,Site was purchased from the city of Burkeville by Tri-Co Electric Membership Corporation in 1980., ,,,
77522,029-00002,Cumberland,Fairchild Dump,36.80109167,-85.24763611, , , , , , ,S1C5,Inspection reports indicate that waste was burned at the site in the past., ,"KY 379, Burkesville, KY", , , ,Government,Government,62,70,Y,~2, ,"Resident info, no surface trash noted.", ,,,
900,030-00006,Daviess,Daviess County East LF,37.7607,-86.8601,22, ,HKB, , , ,S1W3,"paint waste, oil, potentially asbestos, dross aluminum, auto shop waste. (heavy metals and solvents), southern portion strip-mined and waste mixed into spoil.  Elevated arsenic in temp well below pond", ,"Jct. of KY 144 & Floral Road, Owensboro, KY",East Daviess Co Landfill, ,No Record, , ,70,83,Y,14, ,"Trees on site, some exposed drums in photo. EPA site description for NPL site 0402081.", ,,,
68039,030-00002,Daviess,Frey Bros. Hardware-Medley Rd,37.75841667,-87.15755556, , ,HKB, , , ,S1W3,"Putrescible wastes, construction debris, plastic pellets, light bulbs, lumber, underground storage tanks, ash, etc.", ,"2410 Schroth Ave, Owensboro, KY", , , ,Private,Private,70,78,Y,10, ,Sheen noted on water on site during one inspection., ,,,
