SOURCE OF WATER,WATER SYSTEM,PFAS RESULT,POTENTIAL PFAS USER,INDICATOR SCORE,DISTANCE
SWP,GRAND RIVERS WATER SYSTEM,NS,WESTLAKE PVC CORP,100,7.144592048
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,CELANESE ENGINEERED MATERIALS,100,7.143659718
SW,VERSAILLES WATER SYSTEM,NS,FLORIDA TILE INC,50,7.125009582
SWP,LIVERMORE WATER WORKS,NS,THE WESTERN KENTUCKY COAL CO - GENESIS MINE,75,7.100470368
SW,FOUR RIVERS NUCLEAR PARTNERSHIP,NS,US TVA SHAWNEE FOSSIL PLANT,25,7.099762262
GW,POTTERS RANCH,NS,A O SMITH CORP PROTECTIVE COATINGS DIV,100,7.092875061
GW,ARLINGHAUS PROPERTY,ND,ROBERT BOSCH AUTOMOTIVE STEERING LLC,25,7.089794997
GW,TRAPP WATER COMPANY,ND,ROBERT BOSCH AUTOMOTIVE STEERING LLC,25,7.089794997
SWP,WARREN COUNTY WATER DISTRICT,NS,CONSTELLIUM-UACJ ABS LLC,50,7.086326622
GW,SYMSONIA WATER DISTRICT,NS,ARCOSA MARINE PRODUCTS INC PLT 1245,50,7.07955447
GW,POTTERS RANCH,NS,SFC GLOBAL SUPPLY CHAIN INC FLORENCE KY,25,7.07953619
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,IOFINA CHEMICAL INC,100,7.069147277
SWP,SCIENCE HILL WATER WORKS,NS,CONTINENTAL REFINING CO LLC,75,7.06783237
GW,ELLIS PARK RACE COURSE,NS,GIBBS DIE CASTING CORP,50,7.06010752
GW,ARLINGHAUS PROPERTY,ND,BOGE RUBBER & PLASTICS USA LLC,50,7.05739659
GW,TRAPP WATER COMPANY,ND,BOGE RUBBER & PLASTICS USA LLC,50,7.05739659
SWP,GRAND RIVERS WATER SYSTEM,NS,WACKER CHEMICAL CORP POLYMERS DIV,100,7.051268538
SW,HARTFORD MUNICIPAL WATER WORKS,NS,DAICEL SAFETY SYSTEMS AMERICA LLC,25,7.046018308
SW,KENTUCKY-AMERICAN WATER CO-Richmond,1.39,FORTERRA CONCRETE INDUSTRIES INC - LEXINGTON,50,7.041162401
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,IOFINA CHEMICAL INC,100,7.037439983
SWP,CUMBERLAND FALLS HIGHWAY WATER DISTRICT,NS,AISIN AUTOMOTIVE CASTING LLC,50,7.027656251
GW,POTTERS RANCH,NS,FIRESTONE BUILDING PRODUCTS,50,7.014964392
GW,CAMP TURNABOUT,NS,IOFINA CHEMICAL INC,100,7.00191501
SWP,BRONSTON WATER ASSOCIATON INC,NS,PRAIRIE FARMS DAIRY,25,6.998983116
GW,ARLINGHAUS PROPERTY,ND,3M CO HEBRON,100,6.996488322
GW,TRAPP WATER COMPANY,ND,3M CO HEBRON,100,6.996488322
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,BOWLING GREEN METALFORMING,25,6.982111758
SW,SOMERSET WATER SERVICE,NS,JOHN S COOPER POWER STATION,25,6.976516193
SWP,NORTH MCLEAN CO WATER DISTRICT,NS,THE WESTERN KENTUCKY COAL CO - GENESIS MINE,75,6.973277664
GW,POTTERS RANCH,NS,SOUTHERN GRAPHIC SYSTEMS LLC,25,6.967813064
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,ARISTECH SURFACES LLC,50,6.966750529
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,ARISTECH SURFACES LLC,50,6.966750529
SWP,LEDBETTER WATER DISTRICT,ND,EVONIK CORP CALVERT CITY PLANT,100,6.951121702
GW,WESTERN SHORES PAVILION,NS,3A COMPOSITES USA INC,50,6.94228108
SWP,BOONE CO WATER & SEWER DISTRICT,NS,THUSSENKRUPP ROTHE ERDE USA INC,50,6.92482475
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,BENDA-LUTZ CORP,100,6.911661443
SW,BLUE GRASS ARMY DEPOT,NS,STEMCO PRODUCTS INC,50,6.904917091
GW,WESTERN SHORES PAVILION,NS,WESTLAKE VINYLS INC,100,6.903601073
SWP,BOONE CO WATER & SEWER DISTRICT,NS,RONAN ENGINEERING CO,25,6.902549719
SW,OHIO COUNTY WATER DISTRICT,NS,DAICEL SAFETY SYSTEMS AMERICA LLC,25,6.889304079
SWP,WESTERN PULASKI CO WATER DISTRICT,NS,JOHN S COOPER POWER STATION,25,6.889288614
SWP,VINE GROVE WATER DEPARTMENT,NS,MOUSER CUSTOM CABINETRY,25,6.882934829
SWP,GRAND RIVERS WATER SYSTEM,NS,EVONIK CORP CALVERT CITY PLANT,100,6.876228658
SWP,KIRKSVILLE WATER ASSOCIATION,NS,OKONITE CO INC,25,6.869537071
SWP,MADISON CO UTILITIES DISTRICT,NS,OKONITE CO INC,25,6.869537071
SWP,LEDBETTER WATER DISTRICT,ND,WACKER CHEMICAL CORP POLYMERS DIV,100,6.866164225
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,LYONS EAST,50,6.865743132
SWP,MULDRAUGH WATER DEPARTMENT,NS,MONUMENT CHEMICAL KENTUCKY LLC,100,6.862010096
GW,WESTERN SHORES PAVILION,NS,WESTLAKE PVC CORP,100,6.859608096
SWP,WALTON WATERWORKS DEPARTMENT,NS,GIVAUDAN FLAVORS CORP,25,6.858153678
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,CRANE COMPOSITES INC,50,6.849435846
SW,GEORGETOWN MUNICIPAL WATER SERVICE,11.08,AMERICAN HOWA OF KENTUCKY GEORGETOWN,25,6.841534533
SWP,BOONE CO WATER & SEWER DISTRICT,NS,WELDING ALLOYS USA INC,25,6.83862202
GW,GALLATIN COUNTY WATER DISTRICT-Plant A,ND,KENTUCKY UTILITIES CO GHENT STATION,25,6.834938881
SWP,UNIONTOWN WATER & SEWER DEPT,NS,MORGANFIELD ADHESIVE PLANT,50,6.820637049
SW,SPRINGFIELD WATER WORKS,NS,HENDRICKSON TRUCK SUSPENSION SYSTEMS,25,6.820183116
GW,WESTERN SHORES PAVILION,NS,ESTRON CHEMICALS INC,100,6.815355063
SWP,WARREN COUNTY WATER DISTRICT,NS,AMERICAN HOWA KENTUCKY INC,25,6.8084391
GW,POTTERS RANCH,NS,JOHNSON CONTROLS BATTERY GROUP LLC,50,6.805019022
GW,LEWISPORT MUNICIPAL WATER WORKS,NS,PRECOAT METALS,50,6.804864599
SW,WESTERN FLEMING WATER DISTRICT,NS,RIDLEY BLOCK OPERATIONS,25,6.801113706
GW,BEAVER DAM MUNICIPAL WATER & SEWER,ND,RIDLEY BLOCK OPERATIONS,25,6.801113706
SW,LOUISVILLE WATER COMPANY-Payne Plant,10.07,FORD MOTOR CO KENTUCKY TRUCK PLANT,25,6.796457311
SWP,LEDBETTER WATER DISTRICT,ND,WESTLAKE PVC CORP,100,6.795572569
GW,GALLATIN COUNTY WATER DISTRICT-Plant B,ND,DUKE ENERGY KENTUCKY INC - EAST BEND GENERATING STATION,25,6.795243453
GW,STELLA TRAILER PARK,NS,VANDERBILT CHEMICALS LLC-MURRAY DIV,100,6.794695917
SWP,LEDBETTER WATER DISTRICT,ND,CC METALS & ALLOYS LLC,50,6.793633838
SWP,WARREN COUNTY WATER DISTRICT,NS,SHILOH - BOWLING GREEN,25,6.780587976
GW,WESTERN SHORES PAVILION,NS,SEKISUI SPECIALTY CHEMICALS AMERICA LLC,100,6.780415375
SWP,MONTGOMERY CO WATER DISTRICT #1,NS,COOPER STANDARD AUTOMOTIVE,50,6.776984228
SWP,BOONE CO WATER & SEWER DISTRICT,NS,FIRESTONE BUILDING PRODUCTS,50,6.776615583
GW,FULTON MUNICIPAL WATER SYSTEM,NS,STELLA-JONES CORP,50,6.775599576
GW,WINGO WATER & SEWER DEPARTMENT,NS,STELLA-JONES CORP,50,6.775599576
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,WELDING ALLOYS USA INC,25,6.769346309
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,SOUTHERN GRAPHIC SYSTEMS LLC,25,6.767954491
GW,ELLIS PARK RACE COURSE,NS,TEKNOR COLOR COMPANY/TEKNOR PE RFORMANCE ELASTOMERS,100,6.767544846
GW,WESTERN SHORES PAVILION,NS,WACKER CHEMICAL CORP POLYMERS DIV,100,6.766116084
SW,VERSAILLES WATER SYSTEM,NS,GENERAL CABLE CORP,25,6.763783923
SW,RUSSELL WATER COMPANY,22.33,FEDERAL CORRECTIONAL INSTITUTION ASHLAND KY,25,6.750867617
GW,ELLIS PARK RACE COURSE,NS,SONOCO PRODUCTS,50,6.744039645
GW,STELLA TRAILER PARK,NS,PELLA CORP - MURRAY OPERATIONS,50,6.739317029
SWP,VINE GROVE WATER DEPARTMENT,NS,US ARMY GARRISON FORT KNOX,25,6.723710057
SWP,BOONE CO WATER & SEWER DISTRICT,NS,A O SMITH CORP PROTECTIVE COATINGS DIV,100,6.719755637
SW,BULLOCK PEN WATER DISTRICT,NS,BEST SANITIZERS INC,100,6.713319794
GW,SHILOH DOLLAR GENERAL-SUSAN COX,NS,PELLA CORP - MURRAY OPERATIONS,50,6.711622631
SWP,GRAND RIVERS WATER SYSTEM,NS,EVONIK CORP,100,6.700888127
SWP,LEDBETTER WATER DISTRICT,ND,SEKISUI SPECIALTY CHEMICALS AMERICA LLC,100,6.691572775
GW,NORTONVILLE WATER WORKS,NS,JLOK CORP,100,6.665129799
GW,SHILOH DOLLAR GENERAL-SUSAN COX,NS,VANDERBILT CHEMICALS LLC-MURRAY DIV,100,6.661389613
GW,CARROLL CO WATER DISTRICT #1,ND,DARLING INGREDIENTS INC,25,6.659470031
SWP,MUHLENBERG CO WATER DISTRICT,NS,DYNO NOBEL INC,100,6.647633719
SWP,MUHLENBERG CO WATER DISTRICT,NS,ENSIGN-BICKFORD AEROSPACE & DEFENSE CO,50,6.647633719
SWP,MUHLENBERG CO WATER DISTRICT #3,NS,DYNO NOBEL INC,100,6.647633719
SWP,MUHLENBERG CO WATER DISTRICT #3,NS,ENSIGN-BICKFORD AEROSPACE & DEFENSE CO,50,6.647633719
SWP,BOONE CO WATER & SEWER DISTRICT,NS,CAMCO CHEMICAL CO INC,100,6.640828195
SWP,LEWISBURG WATER WORKS,NS,DARLING INGREDIENTS INC,25,6.622222613
GW,CAMP TURNABOUT,NS,3M CO HEBRON,100,6.611816265
GW,LEWISPORT MUNICIPAL WATER WORKS,NS,SOUTHWIRE CO KENTUCKY PLANT,50,6.594820018
SW,CORBIN UTILITIES COMMISSION,NS,AISIN AUTOMOTIVE CASTING LLC,50,6.580871301
SWP,FARMDALE WATER DISTRICT,NS,GREENHECK FAN CORP KENTUCKY,25,6.579334372
SWP,MIDWAY MUNICIPAL WATER WORKS,NS,MITSUI KINZOKU CATALYSTS AMERICA INC,25,6.574198285
SWP,LEDBETTER WATER DISTRICT,ND,ESTRON CHEMICALS INC,100,6.573710257
GW,ELLIS PARK RACE COURSE,NS,AUDUBON METALS LLC,50,6.566211549
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,GREIF PACKAGING LLC,50,6.562505504
SW,HARDIN CO. WATER DIST #1/FT. KNOX,NS,US ARMY GARRISON FORT KNOX,25,6.552682426
SW,HARDIN COUNTY WATER DISTRICT #1,NS,US ARMY GARRISON FORT KNOX,25,6.552682426
GW,CAMP TURNABOUT,NS,BOGE RUBBER & PLASTICS USA LLC,50,6.551295243
SWP,GRAND RIVERS WATER SYSTEM,NS,WESTLAKE VINYLS INC,100,6.525631397
GW,HENRY COUNTY WATER DISTRICT #2,NS,SAFETY-KLEEN SYSTEMS INC,25,6.523306938
SW,BURNSIDE WATER COMPANY,NS,PRAIRIE FARMS DAIRY,25,6.519950197
GW,WESTERN SHORES PAVILION,NS,EVONIK CORP CALVERT CITY PLANT,100,6.49730459
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,PAN OSTON CO,25,6.492666004
SWP,FARMDALE WATER DISTRICT,NS,MITSUI KINZOKU CATALYSTS AMERICA INC,25,6.476688683
SWP,WARREN COUNTY WATER DISTRICT,NS,STUPP BRIDGE CO,50,6.468326925
SWP,MIDWAY MUNICIPAL WATER WORKS,NS,GREENHECK FAN CORP KENTUCKY,25,6.46612812
GW,WESTERN SHORES PAVILION,NS,CYMETECH CORP,100,6.463475451
GW,WESTERN SHORES PAVILION,NS,LUBRIZOL ADVANCED MATERIALS INC,100,6.463475451
SWP,WALTON WATERWORKS DEPARTMENT,NS,WELDING ALLOYS USA INC,25,6.460789828
GW,CARROLLTON UTILITIES,ND,NORTH AMERICAN STAINLESS,50,6.450193786
GWP,WEST CARROLL WATER DISTRICT - CARROLLTON,NS,NORTH AMERICAN STAINLESS,50,6.450193786
GWP,GRAYSON UTILITY COMMISSION,NS,NORTH AMERICAN STAINLESS,50,6.450193786
GWP,WEST CARROLL WATER DISTRICT- HENRY CO #2,NS,NORTH AMERICAN STAINLESS,50,6.450193786
GWP,NEW CASTLE WATER WORKS,NS,ARVIN SANGO INC,25,6.449750846
SWP,WESTERN LEWIS RECTORVILLE WATER DISTRICT,ND,WALD LLC,50,6.399445183
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,WEBASTO ROOF SYSTEMS INC,25,6.393414744
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,WEBASTO ROOF SYSTEMS INC,25,6.393414744
GW,POTTERS RANCH,NS,GIVAUDAN FLAVORS CORP,25,6.387811026
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,AARHUSKARLSHAMN AAK,25,6.367609054
SWP,MONTGOMERY CO WATER DISTRICT #1,NS,MASCO CABINETRY LLC (FORMERLY MASCO BUILDER CABINET GROUP),25,6.364905693
SWP,BOONE-FLORENCE WATER COMMISSION,NS,ESCO CORP,25,6.356072014
SWP,FLORENCE WATER & SEWER,NS,ESCO CORP,25,6.356072014
SW,NICHOLASVILLE WATER DEPARTMENT,NS,DONALDSON CO INC,25,6.35544824
GWP,S E DAVIESS CO WATER DISTRICT,NS,OWENSBORO MUNICIPAL UTILITIES ELMER SMITH STATION,25,6.354073474
GWP,WEST DAVIESS CO WATER DISTRICT,NS,OWENSBORO MUNICIPAL UTILITIES ELMER SMITH STATION,25,6.354073474
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,GIVAUDAN FLAVORS CORP,25,6.350586173
GW,HAWESVILLE WATER WORKS,ND,ALERIS ROLLED PRODUCTS INC,50,6.346478237
SWP,LEDBETTER WATER DISTRICT,ND,ISP CHEMICALS LLC,100,6.344985204
SWP,CANNONSBURG WATER DISTRICT,NS,AK STEEL CORP,50,6.342228298
SWP,SCIENCE HILL WATER WORKS,NS,PRAIRIE FARMS DAIRY,25,6.329480186
SW,FRANKLIN WATER WORKS,NS,STUPP BRIDGE CO,50,6.324386059
SW,LEITCHFIELD WATER WORKS,NS,MTD CONSUMER GROUP INC - LEITCHFIELD FACILITY,25,6.316986084
SWP,WARREN COUNTY WATER DISTRICT,NS,BOWLING GREEN METALFORMING,25,6.280105631
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,DUKE ENERGY KENTUCKY INC - EAST BEND GENERATING STATION,25,6.267975688
SWP,KIRKSVILLE WATER ASSOCIATION,NS,AGC FLAT GLASS N AMERICA INC,50,6.263352704
SWP,MADISON CO UTILITIES DISTRICT,NS,AGC FLAT GLASS N AMERICA INC,50,6.263352704
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,SFC GLOBAL SUPPLY CHAIN INC FLORENCE KY,25,6.252546803
GW,WHITE PLAINS WATER SYSTEM,NS,DYNO NOBEL INC,100,6.246882051
GW,WHITE PLAINS WATER SYSTEM,NS,ENSIGN-BICKFORD AEROSPACE & DEFENSE CO,50,6.246882051
GW,BARDWELL CITY UTILITIES,NS,INGEVITY VIRGINIA CORP-WICKLIFFE CARBON PLANT,100,6.23853781
SWP,BOONE CO WATER & SEWER DISTRICT,NS,GIVAUDAN FLAVORS CORP,25,6.232637134
SW,BLUE GRASS ARMY DEPOT,NS,NOVELIS INC,50,6.230810431
SWP,BOONE CO WATER & SEWER DISTRICT,NS,CELANESE ENGINEERED MATERIALS,100,6.225326393
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,PARALLEL PRODUCTS OF KENTUCKY,100,6.223955297
SW,FRANKLIN WATER WORKS,NS,OWL'S HEAD ALLOYS INC,50,6.223093536
SWP,BOONE CO WATER & SEWER DISTRICT,NS,EAGLE MANUFACTURING LLC,25,6.222795084
SWP,BOONE CO WATER & SEWER DISTRICT,NS,MUBEA INC,50,6.222635983
SWP,MIDWAY MUNICIPAL WATER WORKS,NS,TOPY AMERICA INC,25,6.220810698
GWP,CAMP MICHAELS DAN BEARD COUNCIL,NS,JOHNSON CONTROLS BATTERY GROUP LLC,50,6.213126539
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,OLDCASTLE PRECAST INC,50,6.208757588
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,OLDCASTLE PRECAST INC,50,6.208757588
SWP,KIRKSVILLE WATER ASSOCIATION,NS,RICHMOND AUTO PARTS TECHNOLOGY,25,6.207775722
SWP,MADISON CO UTILITIES DISTRICT,NS,RICHMOND AUTO PARTS TECHNOLOGY,25,6.207775722
SW,FRANKLIN WATER WORKS,NS,KOBE ALUMINUM AUTOMOTIVE PRODUCTS LLC,50,6.188237825
SW,BLUE GRASS ARMY DEPOT,NS,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC-BEREA KY,25,6.177641714
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,ESCO CORP,25,6.174888183
GW,STELLA TRAILER PARK,NS,SAPUTO DAIRY FOODS USA LLC,25,6.149624473
SWP,WURTLAND WATER DEPARTMENT,NS,AK STEEL CORP,50,6.148784733
SWP,MIDWAY MUNICIPAL WATER WORKS,NS,NASHVILLE WIRE PRODUCTS,50,6.143796317
GW,LEWISPORT MUNICIPAL WATER WORKS,NS,CENTURY ALUMINUM OF KENTUCKY,50,6.142680742
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,ESCO CORP,25,6.139552946
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,REYNOLDS CONSUMER PRODUCTS LLC LOUISVILLE FOIL PLANT,50,6.114317444
GW,DOMTAR PAPER BLEACHED PULP,NS,ALERIS ROLLED PRODUCTS INC,50,6.112326563
GW,DOMTAR PAPER CORRUGATED ME,NS,ALERIS ROLLED PRODUCTS INC,50,6.112326563
GW,STELLA TRAILER PARK,NS,BRIGGS & STRATTON CORP,25,6.111260059
SWP,BOONE CO WATER & SEWER DISTRICT,NS,ARISTECH SURFACES LLC,50,6.105810931
SWP,BOONE CO WATER & SEWER DISTRICT,NS,ARISTECH SURFACES LLC,50,6.105810931
SWP,WARREN COUNTY WATER DISTRICT,NS,OWL'S HEAD ALLOYS INC,50,6.102287829
SWP,EARLINGTON WATER & SEWER,NS,GE AVIATION,25,6.094056873
SWP,BOONE CO WATER & SEWER DISTRICT,NS,SOUTHERN GRAPHIC SYSTEMS LLC,25,6.087825513
SWP,MIDWAY MUNICIPAL WATER WORKS,NS,YOKOHAMA INDUSTRIES AMERICAS (SEALANT DIV),100,6.08164312
GW,POTTERS RANCH,NS,WELDING ALLOYS USA INC,25,6.0780471
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,STUPP BRIDGE CO,50,6.074885538
SW,LAUREL CO WATER DISTRICT #2,2.71,AISIN AUTOMOTIVE CASTING LLC,50,6.060803639
SWP,CHRISTIAN CO WATER DISTRICT,NS,METALSA SA DE CV,25,6.057456311
SWP,ISLAND WATER DEPARTMENT,NS,BIG RIVERS ELECTRIC CORP WILSON STATION,25,6.054423975
SW,BLUE GRASS ARMY DEPOT,NS,HYSTER YALE GROUP INC,25,6.04961319
SWP,NEBO WATER DISTRICT,NS,ELECTRO CYCLE INC,50,6.017900542
SWP,BOONE CO WATER & SEWER DISTRICT,NS,M-I LLC SWECO DIV,25,6.011919288
SWP,MIDWAY MUNICIPAL WATER WORKS,NS,YOKOHAMA INDUSTRIES AMERICAS INC,25,6.008073203
SWP,KIRKSVILLE WATER ASSOCIATION,NS,MIKRON INDUSTRIES INC,50,6.00145842
SWP,MADISON CO UTILITIES DISTRICT,NS,MIKRON INDUSTRIES INC,50,6.00145842
SWP,LEDBETTER WATER DISTRICT,ND,ARKEMA INC,100,5.986722285
SWP,BOONE CO WATER & SEWER DISTRICT,NS,CRANE COMPOSITES INC,50,5.964062806
GWP,DEXTER ALMO HEIGHTS WATER DISTRICT,NS,BRIGGS & STRATTON CORP,25,5.958277685
SW,FALMOUTH WATER DEPARTMENT,1.24,DARLING INGREDIENTS INC,25,5.9576543
GW,GREATER FLEMING CO WT COMM,NS,WALD LLC,50,5.95326727
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,AMERICAN BLUEGRASS MARBLE CO INC,50,5.949721054
SWP,GRAND RIVERS WATER SYSTEM,NS,CYMETECH CORP,100,5.937354447
SWP,GRAND RIVERS WATER SYSTEM,NS,LUBRIZOL ADVANCED MATERIALS INC,100,5.937354447
SW,FRANKLIN WATER WORKS,NS,SHERWIN-WILLIAMS CO,100,5.916544142
SWP,BOONE-FLORENCE WATER COMMISSION,NS,3M CO HEBRON,100,5.912950468
SWP,FLORENCE WATER & SEWER,NS,3M CO HEBRON,100,5.912950468
GW,CARROLL CO WATER DISTRICT-Ghent,1.09,PMC ORGANOMETALLIX INC,100,5.904666473
SWP,CENTERTOWN WATER SYSTEM,NS,MCHENRY BRASS INC,50,5.892303139
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,HINES PRECISION INC,50,5.88484407
SWP,BRONSTON WATER ASSOCIATON INC,NS,CONTINENTAL REFINING CO LLC,75,5.882523703
SWP,EARLINGTON WATER & SEWER,NS,ELECTRO CYCLE INC,50,5.881543814
GW,WESTERN MASON CO WATER DISTRICT,NS,INTERNATIONAL PAPER,25,5.867743088
SWP,WARREN COUNTY WATER DISTRICT,NS,PAN OSTON CO,25,5.852456733
SWP,BOONE-FLORENCE WATER COMMISSION,NS,IOFINA CHEMICAL INC,100,5.846634605
SWP,FLORENCE WATER & SEWER,NS,IOFINA CHEMICAL INC,100,5.846634605
SW,FRANKLIN WATER WORKS,NS,GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT,25,5.833062976
SWP,BOONE-FLORENCE WATER COMMISSION,NS,BOGE RUBBER & PLASTICS USA LLC,50,5.83154945
SWP,FLORENCE WATER & SEWER,NS,BOGE RUBBER & PLASTICS USA LLC,50,5.83154945
SWP,WARREN COUNTY WATER DISTRICT,NS,STOODY CO,25,5.827720704
SWP,WARREN COUNTY WATER DISTRICT,NS,SHERWIN-WILLIAMS CO,100,5.826709947
SWP,PARKSVILLE WATER DISTRICT,NS,DANA SEALING MANUFACTURING LLC,50,5.81240785
GW,WARSAW WATER WORKS,ND,NUCOR STEEL GALLATIN LLC,50,5.805585153
SW,RATTLESNAKE RIDGE WATER DISTRICT,NS,THE SMITHFIELD PACKAGED MEATS CORP - GRAYSON,25,5.778672046
SWP,CHRISTIAN CO WATER DISTRICT,NS,TRAD NA INC,25,5.774118661
SWP,WARREN COUNTY WATER DISTRICT,NS,KOBE ALUMINUM AUTOMOTIVE PRODUCTS LLC,50,5.76816938
SWP,FARMDALE WATER DISTRICT,NS,HAYASHI TELEMPU NA,25,5.761310842
SWP,BOONE CO WATER & SEWER DISTRICT,NS,JOHNSON CONTROLS BATTERY GROUP LLC,50,5.757475424
GW,RIVER'S EDGE CAMPGROUND,NS,NUCOR STEEL GALLATIN LLC,50,5.698470933
SWP,NORTH HOPKINS WATER DISTRICT,NS,GE AVIATION,25,5.685778129
SW,WILMORE WATER WORKS,NS,KENTUCKY UTILITIES CO - E W BROWN STATION,25,5.685698411
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,OWL'S HEAD ALLOYS INC,50,5.679581985
SW,FRANKLIN WATER WORKS,NS,STOODY CO,25,5.674414839
SWP,PENDLETON CO WATER DISTRICT #1 / NORTH,NS,DARLING INGREDIENTS INC,25,5.66666732
SWP,PENDLETON CO WATER DISTRICT #1/SOUTH,NS,DARLING INGREDIENTS INC,25,5.66666732
SWP,MUHLENBERG CO WATER DISTRICT,NS,KENAMERICAN RESOURCES INC,75,5.657308729
SWP,MUHLENBERG CO WATER DISTRICT #3,NS,KENAMERICAN RESOURCES INC,75,5.657308729
SWP,PARKSVILLE WATER DISTRICT,NS,INTELLIGRATED SYSTEMS LLC,25,5.653735294
GWP,E DAVIESS CO WATER ASSOC INC,NS,HINES PRECISION INC,50,5.640413209
SWP,FLATWOODS WATER COMPANY,NS,FEDERAL CORRECTIONAL INSTITUTION ASHLAND KY,25,5.636720737
SWP,WALTON WATERWORKS DEPARTMENT,NS,BENDA-LUTZ CORP,100,5.636079486
SW,CENTRAL CITY WATER & SEWER,1.21,US ARMY NATIONAL GUARD WENDELL FORD TRAINING CENTER RANGES,25,5.632150778
SWP,ISLAND WATER DEPARTMENT,NS,THE MUHLENBERG COUNTY COAL CO - PRIDE MINE,75,5.627809771
GW,TROCADERO PLAZA,NS,INTERNATIONAL PAPER - HENDERSON MILL,25,5.62030023
SW,FRANKLIN WATER WORKS,NS,TRACE DIE CAST INC,50,5.602189152
GW,KELLY ELEMENTARY SCHOOL,NS,DUKE ENERGY KENTUCKY INC - EAST BEND GENERATING STATION,25,5.594217727
SW,HARDIN CO. WATER DIST #1/FT. KNOX,NS,MOUSER CUSTOM CABINETRY,25,5.58278775
SW,HARDIN COUNTY WATER DISTRICT #1,NS,MOUSER CUSTOM CABINETRY,25,5.58278775
SWP,HANSON WATER SYSTEM,NS,GE AVIATION,25,5.579138098
SWP,WEST SHELBY WATER DISTRICT,NS,OHIO VALLEY ALUMINUM CO INC,50,5.573738392
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,OWENSBORO SPECIALTY POLYMERS INC,100,5.563057842
SWP,NEBO WATER DISTRICT,NS,GE AVIATION,25,5.553984661
GW,TROCADERO PLAZA,NS,ACCURIDE CORP,25,5.551534141
SWP,BOONE-FLORENCE WATER COMMISSION,NS,LYONS EAST,50,5.547614954
SWP,FLORENCE WATER & SEWER,NS,LYONS EAST,50,5.547614954
SWP,BOONE CO WATER & SEWER DISTRICT,NS,SFC GLOBAL SUPPLY CHAIN INC FLORENCE KY,25,5.540648553
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,BASF CORP,100,5.529223626
GW,ELLIS PARK RACE COURSE,NS,ACCURIDE CORP,25,5.519702763
SW,GLADIE HISTORIC SITE,NS,MERIDIAN BRICK - STANTON PLANT,50,5.517132733
SWP,BOONE CO WATER & SEWER DISTRICT,NS,DIVERSIFIED STRUCTURAL COMPOSITES,50,5.514266317
SWP,CHRISTIAN CO WATER DISTRICT,NS,PLYMOUTH ENGINEERED SHAPES,50,5.511357412
SWP,BIG SANDY WATER DISTRICT,NS,FEDERAL CORRECTIONAL INSTITUTION ASHLAND KY,25,5.509956454
SW,BURNSIDE WATER COMPANY,NS,CONTINENTAL REFINING CO LLC,75,5.489107728
SWP,ROWAN WATER INC,NS,GUARDIAN AUTOMOTIVE - MOREHEAD PLANT,50,5.487727425
SWP,WEST SHELBY WATER DISTRICT,NS,STANLEY BLACK & DECKER,50,5.48712732
GWP,DEXTER ALMO HEIGHTS WATER DISTRICT,NS,SAPUTO DAIRY FOODS USA LLC,25,5.48601987
SWP,FARMDALE WATER DISTRICT,NS,GENERAL CABLE CORP,25,5.484503648
SWP,BOONE-FLORENCE WATER COMMISSION,NS,SAFRAN LANDING SYSTEMS KENTUCKY LLC,25,5.4828426
